LOAD DATA
INFILE *
INTO TABLE host_service_charge
REPLACE
FIELDS TERMINATED BY '|'
TRAILING NULLCOLS
(
assetno
,pri
,pct
,charge
,amount
,account
,service_id
,hr_id
,journal
)
BEGINDATA
89577.00|0|100|12.19|12.19|3093|45||
89577.00|0|100|8.21|8.21|3093|37||
105064.00|0|100|6.08|6.08|16441|9||
134945.00|0|100|6.08|6.08|50185|9||
134945.00|0|100|12.98|12.98|50185|14||
87895.00|0|100|18.17|18.17|4750|3||
89690.00|0|50|18.17|9.09|2270|3||
89690.00|0|26|18.17|4.72|2288|3||
89690.00|0|18|18.17|3.27|2280|3||
134945.00|0|100|7.18|7.18|50185|18||
134945.00|0|100|2.93|2.93|50185|24||
134945.00|0|100|14.02|14.02|50185|27||
134945.00|0|100|0|0|50185|31||
134945.00|0|100|13.36|13.36|50185|39||
NC0367.00|0|80|25.54|20.43|57711|5||
126938.00|0|100|6.08|6.08|59342|9||
126938.00|0|100|12.98|12.98|59342|14||
126938.00|0|100|7.18|7.18|59342|18||
NC0367.00|0|20|25.54|5.11|72618|5||
126938.00|0|100|2.93|2.93|59342|24||
126938.00|0|100|14.02|14.02|59342|27||
126938.00|0|100|8.21|8.21|59342|37||
NC0367.00|0|80|6.08|4.86|57711|9||
126938.00|0|100|12.19|12.19|59342|45||
NC0367.00|0|20|6.08|1.22|72618|9||
126939.00|0|100|6.08|6.08|59342|9||
126939.00|0|100|12.98|12.98|59342|14||
126939.00|0|100|7.18|7.18|59342|18||
126939.00|0|100|2.93|2.93|59342|24||
126939.00|0|100|14.02|14.02|59342|27||
105829.00|0|100|0|0|4750|31||
105829.00|0|0|0|0|4750|31||
126939.00|0|100|0|0|59342|31||
126939.00|0|100|13.36|13.36|59342|39||
NC0367.00|0|80|12.98|10.38|57711|14||
75030.01|0|100|14.02|14.02|4750|27||
75030.02|0|100|14.02|14.02|4750|27||
NC0367.00|0|20|12.98|2.6|72618|14||
NC0367.00|0|80|7.18|5.74|57711|18||
NC0367.00|0|20|7.18|1.44|72618|18||
75032.00|0|100|14.02|14.02|4750|27||
NC0367.00|0|80|2.93|2.34|57711|24||
NC0367.00|0|20|2.93|.59|72618|24||
75033.00|999998|100|14.02|14.02|4750|27||
NC0367.00|0|80|14.02|11.22|57711|27||
NC0367.00|0|20|14.02|2.8|72618|27||
NC0367.00|0|80|8.21|6.57|57711|37||
NC0367.00|0|20|8.21|1.64|72618|37||
NC0367.00|0|80|12.19|9.75|57711|45||
NC0367.00|0|20|12.19|2.44|72618|45||
113400.00|0|80|6.08|4.86|57711|9||
113400.00|0|20|6.08|1.22|72618|9||
113400.00|0|80|12.98|10.38|57711|14||
113400.00|0|20|12.98|2.6|72618|14||
113400.00|0|80|7.18|5.74|57711|18||
113400.00|0|20|7.18|1.44|72618|18||
113400.00|0|80|2.93|2.34|57711|24||
113400.00|0|20|2.93|.59|72618|24||
113400.00|0|80|14.02|11.22|57711|27||
113400.00|0|20|14.02|2.8|72618|27||
113400.00|0|80|8.21|6.57|57711|37||
113400.00|0|20|8.21|1.64|72618|37||
113400.00|0|80|12.19|9.75|57711|45||
